# dates,infections,hospitalizations,deaths,mean_r_t
2020-08-16,255744.07956562823,66376.0,943.0665098660184,0.9619028428885561
2020-08-17,254032.76774649642,65739.0,936.9541345576115,0.9634674591899293
2020-08-18,252404.05969329696,65101.0,930.514039725743,0.9650386869833083
2020-08-19,250876.96173226472,64464.0,923.7817933982208,0.9666161686518154
2020-08-20,249449.76453333788,63826.0,916.7919768918633,0.9681997630999392
2020-08-21,248113.484529947,63189.0,909.5777465448937,0.969789672527599
2020-08-22,246862.33241445656,62563.0,902.1704697919845,0.9713861992871693
2020-08-23,245694.82942352624,61949.0,894.5994231079299,0.972989805855022
2020-08-24,244614.11399894283,61346.0,886.8915393275582,0.9746007024766891
2020-08-25,243621.61873587116,60757.0,879.3482012834971,0.9762191417624589
2020-08-26,242715.72973050774,60183.0,871.9441559423044,0.9778456004865316
2020-08-27,241894.41854479292,59626.0,864.6676553393448,0.9794807597204598
2020-08-28,241156.43662563316,59091.0,857.5177853572841,0.9811254688053507
2020-08-29,240502.04341056143,58577.0,850.4963520842268,0.9827806162451084
2020-08-30,239931.90784568893,58088.0,843.6022603092708,0.984447196568131
2020-08-31,239446.25776761162,57623.0,836.8399000044487,0.9861264399884422
2020-09-01,239045.04201473534,57185.0,830.2180789090698,0.9878198422348177
2020-09-02,238728.34477588016,56766.0,823.748560381983,0.9895291398058427
2020-09-03,238496.7204467349,56366.0,817.4439054280458,0.9912562272104902
2020-09-04,238351.1212116451,55987.0,811.3152542055498,0.9930031089949036
2020-09-05,238292.64018007353,55630.0,805.374643840178,0.9947718538714457
2020-09-06,238322.3989613557,55294.0,799.6352180965484,0.9965644560390617
2020-09-07,238441.55275937097,54979.0,794.1108963690579,0.9983825810698682
2020-09-08,238651.3216246635,54682.0,788.8153560049527,1.000227217795298
2020-09-09,238952.94303261465,54405.0,783.7471680926096,1.002098326410167
2020-09-10,239347.55824414376,54148.0,778.9074164522391,1.0039945898006426
2020-09-11,239836.12962273802,53910.0,774.2991892186366,1.0059133707435475
2020-09-12,240419.44378651018,53691.0,769.9266923938384,1.0078509576507846
2020-09-13,241098.191358976,53491.0,765.7936619085829,1.0098030733272152
2020-09-14,241873.06346925788,53309.0,761.9016142358138,1.0117654804466616
2020-09-15,242744.80838133057,53147.0,758.2514175241864,1.0137344563207014
2020-09-16,243714.2400213946,53003.0,754.8444421269112,1.0157070000224664
2020-09-17,244782.22755993082,52877.0,751.682623095333,1.0176808029503022
2020-09-18,245949.69753563523,52771.0,748.7683705262663,1.0196541120028215
2020-09-19,247217.6545436753,52683.0,746.1036808566043,1.0216255957307854
2020-09-20,248587.20442977987,52614.0,743.6902761469639,1.0235942497553618
2020-09-21,250059.5650039909,52564.0,741.5299554901156,1.0255593264858234
2020-09-22,251636.06406504763,52533.0,739.6248073516139,1.0275202702823731
2020-09-23,253318.13497048753,52521.0,737.9772394393902,1.0294766570117408
2020-09-24,255107.31792791456,52529.0,736.5771695133984,1.03142814706359
2020-09-25,257005.26657254025,52556.0,735.4275362830372,1.0333744562152178
2020-09-26,259013.7544466937,52604.0,734.5311209619167,1.0353153395681134
2020-09-27,261134.6778549424,52671.0,733.8905977971989,1.0372505806697943
2020-09-28,263370.05608937057,52759.0,733.5088244258993,1.0391799814933955
2020-09-29,265722.03208357585,52868.0,733.3890186965436,1.0411033535119425
2020-09-30,268192.8750922674,52997.0,733.5343308086091,1.0430205114821467
2020-10-01,270784.98462017695,53147.0,733.9478202865574,1.0449312701359086
2020-10-02,273500.89405200584,53318.0,734.6324839637219,1.0468354424680044
2020-10-03,276343.2733877918,53511.0,735.591333386606,1.0487328382661438
2020-10-04,279314.9316527658,53725.0,736.8277372095489,1.0506232624703655
2020-10-05,282418.81976514764,53961.0,738.3450392430165,1.0525065136792338
2020-10-06,285658.03405836644,54219.0,740.1465421184928,1.0543823831239125
2020-10-07,289035.82010432944,54499.0,742.2355236187096,1.056250654055709
2020-10-08,292555.5764658919,54802.0,744.6152885923916,1.0581111012674558
2020-10-09,296220.8583387952,55127.0,747.2898596159971,1.0599634905513267
2020-10-10,300035.3812862324,55476.0,750.263294184241,1.0618075780919878
2020-10-11,304003.025229693,55847.0,753.5397078496426,1.0636431098865935
2020-10-12,308127.8386793221,56243.0,757.1233236235848,1.0654698212389737
2020-10-13,312414.0430851582,56662.0,761.0185632859295,1.0672874362974518
2020-10-14,316866.0372316002,57106.0,765.2301520507582,1.0690956675818404
2020-10-15,321488.40168855694,57575.0,769.7630896585223,1.0708942154757364
2020-10-16,326285.9033693033,58069.0,774.622626438505,1.0726827676955575
2020-10-17,331263.50001444627,58589.0,779.8142782024245,1.0744609981123074
2020-10-18,336426.3457287961,59136.0,785.343845568584,1.0762285686892226
2020-10-19,341779.79485966003,59709.0,791.2174561573646,1.0779851258409858
2020-10-20,347329.4072801158,60309.0,797.4415798337454,1.079730301209937
2020-10-21,353080.95325023687,60937.0,804.0230317951673,1.0814637110426006
2020-10-22,359040.4183585399,61594.0,810.968977893831,1.0831849556376838
2020-10-23,365214.00851101306,62281.0,818.2869450679302,1.084893618845398
2020-10-24,371608.1546700116,62997.0,825.984838338857,1.0865892672359216
2020-10-25,378229.51768237294,63744.0,834.0709563307744,1.0882714494658194
2020-10-26,385084.9930737955,64522.0,842.5540031854009,1.0899396957084473
2020-10-27,392181.7156780691,65333.0,851.4431001863811,1.0915935169957565
2020-10-28,399527.06417825783,66176.0,860.7477989549509,1.093232404635861
2020-10-29,407128.6653978662,67053.0,870.4780974452664,1.0948558295527404
2020-10-30,414994.39840269997,67965.0,880.6444573323488,1.0964632416653972
2020-10-31,423132.3983782508,68913.0,891.2578214149628,1.0980540693235934
2020-11-01,431551.0602250866,69898.0,902.3296309556492,1.0996277188035908
